image_id,image_width,image_height,image_path,label_colored_path,label_layers_path,label_regions_path,label_surfaces_path,horizon_position
0003463,320,213,images/0003463.jpg,labels_colored/0003463.png,labels_raw/0003463.layers.txt,labels_raw/0003463.regions.txt,labels_raw/0003463.surfaces.txt,108.755495
0003728,320,240,images/0003728.jpg,labels_colored/0003728.png,labels_raw/0003728.layers.txt,labels_raw/0003728.regions.txt,labels_raw/0003728.surfaces.txt,113.870166
0003793,320,240,images/0003793.jpg,labels_colored/0003793.png,labels_raw/0003793.layers.txt,labels_raw/0003793.regions.txt,labels_raw/0003793.surfaces.txt,129.781768
0003957,320,242,images/0003957.jpg,labels_colored/0003957.png,labels_raw/0003957.layers.txt,labels_raw/0003957.regions.txt,labels_raw/0003957.surfaces.txt,53.312155000000004
0004028,320,240,images/0004028.jpg,labels_colored/0004028.png,labels_raw/0004028.layers.txt,labels_raw/0004028.regions.txt,labels_raw/0004028.surfaces.txt,76.743094
0004069,320,240,images/0004069.jpg,labels_colored/0004069.png,labels_raw/0004069.layers.txt,labels_raw/0004069.regions.txt,labels_raw/0004069.surfaces.txt,39.616021999999994
0004294,320,240,images/0004294.jpg,labels_colored/0004294.png,labels_raw/0004294.layers.txt,labels_raw/0004294.regions.txt,labels_raw/0004294.surfaces.txt,131.10773500000002
0004498,320,240,images/0004498.jpg,labels_colored/0004498.png,labels_raw/0004498.layers.txt,labels_raw/0004498.regions.txt,labels_raw/0004498.surfaces.txt,68.787293
0004774,320,213,images/0004774.jpg,labels_colored/0004774.png,labels_raw/0004774.layers.txt,labels_raw/0004774.regions.txt,labels_raw/0004774.surfaces.txt,97.585635
0005074,320,240,images/0005074.jpg,labels_colored/0005074.png,labels_raw/0005074.layers.txt,labels_raw/0005074.regions.txt,labels_raw/0005074.surfaces.txt,87.350829
0005079,320,240,images/0005079.jpg,labels_colored/0005079.png,labels_raw/0005079.layers.txt,labels_raw/0005079.regions.txt,labels_raw/0005079.surfaces.txt,101.936464
0005633,320,240,images/0005633.jpg,labels_colored/0005633.png,labels_raw/0005633.layers.txt,labels_raw/0005633.regions.txt,labels_raw/0005633.surfaces.txt,176.190608
0006575,320,240,images/0006575.jpg,labels_colored/0006575.png,labels_raw/0006575.layers.txt,labels_raw/0006575.regions.txt,labels_raw/0006575.surfaces.txt,74.09116
0007323,320,224,images/0007323.jpg,labels_colored/0007323.png,labels_raw/0007323.layers.txt,labels_raw/0007323.regions.txt,labels_raw/0007323.surfaces.txt,121.730769
0007545,320,214,images/0007545.jpg,labels_colored/0007545.png,labels_raw/0007545.layers.txt,labels_raw/0007545.regions.txt,labels_raw/0007545.surfaces.txt,104.56044
0007932,320,240,images/0007932.jpg,labels_colored/0007932.png,labels_raw/0007932.layers.txt,labels_raw/0007932.regions.txt,labels_raw/0007932.surfaces.txt,82.917582
0009212,320,213,images/0009212.jpg,labels_colored/0009212.png,labels_raw/0009212.layers.txt,labels_raw/0009212.regions.txt,labels_raw/0009212.surfaces.txt,74.815934
0010830,320,240,images/0010830.jpg,labels_colored/0010830.png,labels_raw/0010830.layers.txt,labels_raw/0010830.regions.txt,labels_raw/0010830.surfaces.txt,129.071429
0010950,320,240,images/0010950.jpg,labels_colored/0010950.png,labels_raw/0010950.layers.txt,labels_raw/0010950.regions.txt,labels_raw/0010950.surfaces.txt,201.598901
0011003,320,213,images/0011003.jpg,labels_colored/0011003.png,labels_raw/0011003.layers.txt,labels_raw/0011003.regions.txt,labels_raw/0011003.surfaces.txt,120.45879099999999
0011033,320,240,images/0011033.jpg,labels_colored/0011033.png,labels_raw/0011033.layers.txt,labels_raw/0011033.regions.txt,labels_raw/0011033.surfaces.txt,76.324176
0011073,320,240,images/0011073.jpg,labels_colored/0011073.png,labels_raw/0011073.layers.txt,labels_raw/0011073.regions.txt,labels_raw/0011073.surfaces.txt,112.544199
0011088,320,240,images/0011088.jpg,labels_colored/0011088.png,labels_raw/0011088.layers.txt,labels_raw/0011088.regions.txt,labels_raw/0011088.surfaces.txt,108.566298
0011116,320,240,images/0011116.jpg,labels_colored/0011116.png,labels_raw/0011116.layers.txt,labels_raw/0011116.regions.txt,labels_raw/0011116.surfaces.txt,136.411602
0011154,320,240,images/0011154.jpg,labels_colored/0011154.png,labels_raw/0011154.layers.txt,labels_raw/0011154.regions.txt,labels_raw/0011154.surfaces.txt,165.582873
0100026,320,213,images/0100026.jpg,labels_colored/0100026.png,labels_raw/0100026.layers.txt,labels_raw/0100026.regions.txt,labels_raw/0100026.surfaces.txt,111.707182
0100030,320,240,images/0100030.jpg,labels_colored/0100030.png,labels_raw/0100030.layers.txt,labels_raw/0100030.regions.txt,labels_raw/0100030.surfaces.txt,105.91436499999999
0100061,320,213,images/0100061.jpg,labels_colored/0100061.png,labels_raw/0100061.layers.txt,labels_raw/0100061.regions.txt,labels_raw/0100061.surfaces.txt,139.950276
0100091,320,240,images/0100091.jpg,labels_colored/0100091.png,labels_raw/0100091.layers.txt,labels_raw/0100091.regions.txt,labels_raw/0100091.surfaces.txt,164.25690600000001
0100113,320,212,images/0100113.jpg,labels_colored/0100113.png,labels_raw/0100113.layers.txt,labels_raw/0100113.regions.txt,labels_raw/0100113.surfaces.txt,84.245856
0100132,320,269,images/0100132.jpg,labels_colored/0100132.png,labels_raw/0100132.layers.txt,labels_raw/0100132.regions.txt,labels_raw/0100132.surfaces.txt,187.016575
0100164,320,240,images/0100164.jpg,labels_colored/0100164.png,labels_raw/0100164.layers.txt,labels_raw/0100164.regions.txt,labels_raw/0100164.surfaces.txt,115.196133
0100241,320,240,images/0100241.jpg,labels_colored/0100241.png,labels_raw/0100241.layers.txt,labels_raw/0100241.regions.txt,labels_raw/0100241.surfaces.txt,109.892265
0100477,320,213,images/0100477.jpg,labels_colored/0100477.png,labels_raw/0100477.layers.txt,labels_raw/0100477.regions.txt,labels_raw/0100477.surfaces.txt,81.837912
0100579,320,212,images/0100579.jpg,labels_colored/0100579.png,labels_raw/0100579.layers.txt,labels_raw/0100579.regions.txt,labels_raw/0100579.surfaces.txt,98.92857099999999
0100628,320,251,images/0100628.jpg,labels_colored/0100628.png,labels_raw/0100628.layers.txt,labels_raw/0100628.regions.txt,labels_raw/0100628.surfaces.txt,162.546703
0100740,320,240,images/0100740.jpg,labels_colored/0100740.png,labels_raw/0100740.layers.txt,labels_raw/0100740.regions.txt,labels_raw/0100740.surfaces.txt,160.71978000000001
0100787,320,237,images/0100787.jpg,labels_colored/0100787.png,labels_raw/0100787.layers.txt,labels_raw/0100787.regions.txt,labels_raw/0100787.surfaces.txt,126.16208799999998
0100822,320,239,images/0100822.jpg,labels_colored/0100822.png,labels_raw/0100822.layers.txt,labels_raw/0100822.regions.txt,labels_raw/0100822.surfaces.txt,107.524725
0100851,320,240,images/0100851.jpg,labels_colored/0100851.png,labels_raw/0100851.layers.txt,labels_raw/0100851.regions.txt,labels_raw/0100851.surfaces.txt,63.137363
0100855,240,320,images/0100855.jpg,labels_colored/0100855.png,labels_raw/0100855.layers.txt,labels_raw/0100855.regions.txt,labels_raw/0100855.surfaces.txt,254.565934
0100892,320,240,images/0100892.jpg,labels_colored/0100892.png,labels_raw/0100892.layers.txt,labels_raw/0100892.regions.txt,labels_raw/0100892.surfaces.txt,113.870166
0100935,320,240,images/0100935.jpg,labels_colored/0100935.png,labels_raw/0100935.layers.txt,labels_raw/0100935.regions.txt,labels_raw/0100935.surfaces.txt,80.72099399999999
0101060,320,242,images/0101060.jpg,labels_colored/0101060.png,labels_raw/0101060.layers.txt,labels_raw/0101060.regions.txt,labels_raw/0101060.surfaces.txt,105.455801
0101121,240,320,images/0101121.jpg,labels_colored/0101121.png,labels_raw/0101121.layers.txt,labels_raw/0101121.regions.txt,labels_raw/0101121.surfaces.txt,275.417127
0101434,320,212,images/0101434.jpg,labels_colored/0101434.png,labels_raw/0101434.layers.txt,labels_raw/0101434.regions.txt,labels_raw/0101434.surfaces.txt,140.466851
0101463,320,240,images/0101463.jpg,labels_colored/0101463.png,labels_raw/0101463.layers.txt,labels_raw/0101463.regions.txt,labels_raw/0101463.surfaces.txt,202.709945
0101488,320,213,images/0101488.jpg,labels_colored/0101488.png,labels_raw/0101488.layers.txt,labels_raw/0101488.regions.txt,labels_raw/0101488.surfaces.txt,77.58010999999999
0101492,320,214,images/0101492.jpg,labels_colored/0101492.png,labels_raw/0101492.layers.txt,labels_raw/0101492.regions.txt,labels_raw/0101492.surfaces.txt,94.494475
0101801,320,240,images/0101801.jpg,labels_colored/0101801.png,labels_raw/0101801.layers.txt,labels_raw/0101801.regions.txt,labels_raw/0101801.surfaces.txt,101.936464
0102039,320,212,images/0102039.jpg,labels_colored/0102039.png,labels_raw/0102039.layers.txt,labels_raw/0102039.regions.txt,labels_raw/0102039.surfaces.txt,97.129834
0102170,320,240,images/0102170.jpg,labels_colored/0102170.png,labels_raw/0102170.layers.txt,labels_raw/0102170.regions.txt,labels_raw/0102170.surfaces.txt,170.88674
0102234,320,240,images/0102234.jpg,labels_colored/0102234.png,labels_raw/0102234.layers.txt,labels_raw/0102234.regions.txt,labels_raw/0102234.surfaces.txt,86.024862
0102403,320,240,images/0102403.jpg,labels_colored/0102403.png,labels_raw/0102403.layers.txt,labels_raw/0102403.regions.txt,labels_raw/0102403.surfaces.txt,43.357143
0102435,320,240,images/0102435.jpg,labels_colored/0102435.png,labels_raw/0102435.layers.txt,labels_raw/0102435.regions.txt,labels_raw/0102435.surfaces.txt,118.521978
0102436,320,240,images/0102436.jpg,labels_colored/0102436.png,labels_raw/0102436.layers.txt,labels_raw/0102436.regions.txt,labels_raw/0102436.surfaces.txt,98.74175799999999
0102534,320,213,images/0102534.jpg,labels_colored/0102534.png,labels_raw/0102534.layers.txt,labels_raw/0102534.regions.txt,labels_raw/0102534.surfaces.txt,90.03022
0102544,320,240,images/0102544.jpg,labels_colored/0102544.png,labels_raw/0102544.layers.txt,labels_raw/0102544.regions.txt,labels_raw/0102544.surfaces.txt,53.90659300000001
0102566,320,240,images/0102566.jpg,labels_colored/0102566.png,labels_raw/0102566.layers.txt,labels_raw/0102566.regions.txt,labels_raw/0102566.surfaces.txt,106.653846
0103256,320,240,images/0103256.jpg,labels_colored/0103256.png,labels_raw/0103256.layers.txt,labels_raw/0103256.regions.txt,labels_raw/0103256.surfaces.txt,59.181318999999995
0103344,320,213,images/0103344.jpg,labels_colored/0103344.png,labels_raw/0103344.layers.txt,labels_raw/0103344.regions.txt,labels_raw/0103344.surfaces.txt,57.260989
0103420,320,240,images/0103420.jpg,labels_colored/0103420.png,labels_raw/0103420.layers.txt,labels_raw/0103420.regions.txt,labels_raw/0103420.surfaces.txt,140.389503
0103468,320,240,images/0103468.jpg,labels_colored/0103468.png,labels_raw/0103468.layers.txt,labels_raw/0103468.regions.txt,labels_raw/0103468.surfaces.txt,120.0
0103740,320,240,images/0103740.jpg,labels_colored/0103740.png,labels_raw/0103740.layers.txt,labels_raw/0103740.regions.txt,labels_raw/0103740.surfaces.txt,96.632597
0104019,320,240,images/0104019.jpg,labels_colored/0104019.png,labels_raw/0104019.layers.txt,labels_raw/0104019.regions.txt,labels_raw/0104019.surfaces.txt,201.383978
0104194,291,320,images/0104194.jpg,labels_colored/0104194.png,labels_raw/0104194.layers.txt,labels_raw/0104194.regions.txt,labels_raw/0104194.surfaces.txt,100.389503
0104439,320,214,images/0104439.jpg,labels_colored/0104439.png,labels_raw/0104439.layers.txt,labels_raw/0104439.regions.txt,labels_raw/0104439.surfaces.txt,159.522099
0104463,320,240,images/0104463.jpg,labels_colored/0104463.png,labels_raw/0104463.layers.txt,labels_raw/0104463.regions.txt,labels_raw/0104463.surfaces.txt,156.301105
0104552,320,240,images/0104552.jpg,labels_colored/0104552.png,labels_raw/0104552.layers.txt,labels_raw/0104552.regions.txt,labels_raw/0104552.surfaces.txt,115.196133
0104808,320,240,images/0104808.jpg,labels_colored/0104808.png,labels_raw/0104808.layers.txt,labels_raw/0104808.regions.txt,labels_raw/0104808.surfaces.txt,115.196133
0104958,320,213,images/0104958.jpg,labels_colored/0104958.png,labels_raw/0104958.layers.txt,labels_raw/0104958.regions.txt,labels_raw/0104958.surfaces.txt,157.60221
0105003,320,240,images/0105003.jpg,labels_colored/0105003.png,labels_raw/0105003.layers.txt,labels_raw/0105003.regions.txt,labels_raw/0105003.surfaces.txt,84.698895
0105064,320,240,images/0105064.jpg,labels_colored/0105064.png,labels_raw/0105064.layers.txt,labels_raw/0105064.regions.txt,labels_raw/0105064.surfaces.txt,80.72099399999999
0105146,320,194,images/0105146.jpg,labels_colored/0105146.png,labels_raw/0105146.layers.txt,labels_raw/0105146.regions.txt,labels_raw/0105146.surfaces.txt,84.175824
0105159,320,240,images/0105159.jpg,labels_colored/0105159.png,labels_raw/0105159.layers.txt,labels_raw/0105159.regions.txt,labels_raw/0105159.surfaces.txt,131.708791
0105305,240,320,images/0105305.jpg,labels_colored/0105305.png,labels_raw/0105305.layers.txt,labels_raw/0105305.regions.txt,labels_raw/0105305.surfaces.txt,214.12637400000003
1000061,320,213,images/1000061.jpg,labels_colored/1000061.png,labels_raw/1000061.layers.txt,labels_raw/1000061.regions.txt,labels_raw/1000061.surfaces.txt,130.991758
1000063,240,320,images/1000063.jpg,labels_colored/1000063.png,labels_raw/1000063.layers.txt,labels_raw/1000063.regions.txt,labels_raw/1000063.surfaces.txt,252.807692
1000097,240,320,images/1000097.jpg,labels_colored/1000097.png,labels_raw/1000097.layers.txt,labels_raw/1000097.regions.txt,labels_raw/1000097.surfaces.txt,98.082418
1000105,320,240,images/1000105.jpg,labels_colored/1000105.png,labels_raw/1000105.layers.txt,labels_raw/1000105.regions.txt,labels_raw/1000105.surfaces.txt,183.137363
1000288,320,240,images/1000288.jpg,labels_colored/1000288.png,labels_raw/1000288.layers.txt,labels_raw/1000288.regions.txt,labels_raw/1000288.surfaces.txt,77.64285699999999
1000351,240,320,images/1000351.jpg,labels_colored/1000351.png,labels_raw/1000351.layers.txt,labels_raw/1000351.regions.txt,labels_raw/1000351.surfaces.txt,149.89226499999998
1000413,320,240,images/1000413.jpg,labels_colored/1000413.png,labels_raw/1000413.layers.txt,labels_raw/1000413.regions.txt,labels_raw/1000413.surfaces.txt,164.25690600000001
1000505,320,240,images/1000505.jpg,labels_colored/1000505.png,labels_raw/1000505.layers.txt,labels_raw/1000505.regions.txt,labels_raw/1000505.surfaces.txt,97.958564
1000580,320,240,images/1000580.jpg,labels_colored/1000580.png,labels_raw/1000580.layers.txt,labels_raw/1000580.regions.txt,labels_raw/1000580.surfaces.txt,32.986188
1000615,240,320,images/1000615.jpg,labels_colored/1000615.png,labels_raw/1000615.layers.txt,labels_raw/1000615.regions.txt,labels_raw/1000615.surfaces.txt,107.461326
1000731,320,240,images/1000731.jpg,labels_colored/1000731.png,labels_raw/1000731.layers.txt,labels_raw/1000731.regions.txt,labels_raw/1000731.surfaces.txt,72.76519300000001
1000875,320,240,images/1000875.jpg,labels_colored/1000875.png,labels_raw/1000875.layers.txt,labels_raw/1000875.regions.txt,labels_raw/1000875.surfaces.txt,112.544199
1000882,320,240,images/1000882.jpg,labels_colored/1000882.png,labels_raw/1000882.layers.txt,labels_raw/1000882.regions.txt,labels_raw/1000882.surfaces.txt,129.781768
1000929,320,240,images/1000929.jpg,labels_colored/1000929.png,labels_raw/1000929.layers.txt,labels_raw/1000929.regions.txt,labels_raw/1000929.surfaces.txt,165.582873
1000947,320,240,images/1000947.jpg,labels_colored/1000947.png,labels_raw/1000947.layers.txt,labels_raw/1000947.regions.txt,labels_raw/1000947.surfaces.txt,91.32872900000001
1000993,320,240,images/1000993.jpg,labels_colored/1000993.png,labels_raw/1000993.layers.txt,labels_raw/1000993.regions.txt,labels_raw/1000993.surfaces.txt,128.455801
1001184,320,240,images/1001184.jpg,labels_colored/1001184.png,labels_raw/1001184.layers.txt,labels_raw/1001184.regions.txt,labels_raw/1001184.surfaces.txt,135.085635
1001195,320,211,images/1001195.jpg,labels_colored/1001195.png,labels_raw/1001195.layers.txt,labels_raw/1001195.regions.txt,labels_raw/1001195.surfaces.txt,91.50824200000001
1001252,320,198,images/1001252.jpg,labels_colored/1001252.png,labels_raw/1001252.layers.txt,labels_raw/1001252.regions.txt,labels_raw/1001252.surfaces.txt,77.197802
1001685,320,213,images/1001685.jpg,labels_colored/1001685.png,labels_raw/1001685.layers.txt,labels_raw/1001685.regions.txt,labels_raw/1001685.surfaces.txt,93.541209
1001688,320,213,images/1001688.jpg,labels_colored/1001688.png,labels_raw/1001688.layers.txt,labels_raw/1001688.regions.txt,labels_raw/1001688.surfaces.txt,87.68956
1001770,320,213,images/1001770.jpg,labels_colored/1001770.png,labels_raw/1001770.layers.txt,labels_raw/1001770.regions.txt,labels_raw/1001770.surfaces.txt,81.837912
1001794,320,240,images/1001794.jpg,labels_colored/1001794.png,labels_raw/1001794.layers.txt,labels_raw/1001794.regions.txt,labels_raw/1001794.surfaces.txt,129.071429
1001875,320,213,images/1001875.jpg,labels_colored/1001875.png,labels_raw/1001875.layers.txt,labels_raw/1001875.regions.txt,labels_raw/1001875.surfaces.txt,139.184066
1001944,320,240,images/1001944.jpg,labels_colored/1001944.png,labels_raw/1001944.layers.txt,labels_raw/1001944.regions.txt,labels_raw/1001944.surfaces.txt,55.225275
1100001,320,222,images/1100001.jpg,labels_colored/1100001.png,labels_raw/1100001.layers.txt,labels_raw/1100001.regions.txt,labels_raw/1100001.surfaces.txt,47.720994
1100002,320,240,images/1100002.jpg,labels_colored/1100002.png,labels_raw/1100002.layers.txt,labels_raw/1100002.regions.txt,labels_raw/1100002.surfaces.txt,107.24033100000001
1100003,320,162,images/1100003.jpg,labels_colored/1100003.png,labels_raw/1100003.layers.txt,labels_raw/1100003.regions.txt,labels_raw/1100003.surfaces.txt,64.494475
1100004,320,210,images/1100004.jpg,labels_colored/1100004.png,labels_raw/1100004.layers.txt,labels_raw/1100004.regions.txt,labels_raw/1100004.surfaces.txt,134.505525
1100005,320,221,images/1100005.jpg,labels_colored/1100005.png,labels_raw/1100005.layers.txt,labels_raw/1100005.regions.txt,labels_raw/1100005.surfaces.txt,52.392265
1100006,320,241,images/1100006.jpg,labels_colored/1100006.png,labels_raw/1100006.layers.txt,labels_raw/1100006.regions.txt,labels_raw/1100006.surfaces.txt,130.32044199999999
1100007,320,240,images/1100007.jpg,labels_colored/1100007.png,labels_raw/1100007.layers.txt,labels_raw/1100007.regions.txt,labels_raw/1100007.surfaces.txt,115.196133
1100008,320,240,images/1100008.jpg,labels_colored/1100008.png,labels_raw/1100008.layers.txt,labels_raw/1100008.regions.txt,labels_raw/1100008.surfaces.txt,75.41712700000001
1100009,320,240,images/1100009.jpg,labels_colored/1100009.png,labels_raw/1100009.layers.txt,labels_raw/1100009.regions.txt,labels_raw/1100009.surfaces.txt,105.91436499999999
1100011,224,320,images/1100011.jpg,labels_colored/1100011.png,labels_raw/1100011.layers.txt,labels_raw/1100011.regions.txt,labels_raw/1100011.surfaces.txt,151.660221
1100013,320,240,images/1100013.jpg,labels_colored/1100013.png,labels_raw/1100013.layers.txt,labels_raw/1100013.regions.txt,labels_raw/1100013.surfaces.txt,116.522099
1100014,320,212,images/1100014.jpg,labels_colored/1100014.png,labels_raw/1100014.layers.txt,labels_raw/1100014.regions.txt,labels_raw/1100014.surfaces.txt,106.0
1100015,320,240,images/1100015.jpg,labels_colored/1100015.png,labels_raw/1100015.layers.txt,labels_raw/1100015.regions.txt,labels_raw/1100015.surfaces.txt,131.708791
1100016,320,240,images/1100016.jpg,labels_colored/1100016.png,labels_raw/1100016.layers.txt,labels_raw/1100016.regions.txt,labels_raw/1100016.surfaces.txt,177.862637
1100017,320,240,images/1100017.jpg,labels_colored/1100017.png,labels_raw/1100017.layers.txt,labels_raw/1100017.regions.txt,labels_raw/1100017.surfaces.txt,114.56593400000001
1100023,320,240,images/1100023.jpg,labels_colored/1100023.png,labels_raw/1100023.layers.txt,labels_raw/1100023.regions.txt,labels_raw/1100023.surfaces.txt,107.972527
1100025,319,320,images/1100025.jpg,labels_colored/1100025.png,labels_raw/1100025.layers.txt,labels_raw/1100025.regions.txt,labels_raw/1100025.surfaces.txt,160.0
1100027,320,236,images/1100027.jpg,labels_colored/1100027.png,labels_raw/1100027.layers.txt,labels_raw/1100027.regions.txt,labels_raw/1100027.surfaces.txt,108.774725
1100029,320,227,images/1100029.jpg,labels_colored/1100029.png,labels_raw/1100029.layers.txt,labels_raw/1100029.regions.txt,labels_raw/1100029.surfaces.txt,80.947802
1100030,320,209,images/1100030.jpg,labels_colored/1100030.png,labels_raw/1100030.layers.txt,labels_raw/1100030.regions.txt,labels_raw/1100030.surfaces.txt,126.244505
1100031,320,261,images/1100031.jpg,labels_colored/1100031.png,labels_raw/1100031.layers.txt,labels_raw/1100031.regions.txt,labels_raw/1100031.surfaces.txt,81.972376
2000001,320,213,images/2000001.jpg,labels_colored/2000001.png,labels_raw/2000001.layers.txt,labels_raw/2000001.regions.txt,labels_raw/2000001.surfaces.txt,143.480663
2000002,320,240,images/2000002.jpg,labels_colored/2000002.png,labels_raw/2000002.layers.txt,labels_raw/2000002.regions.txt,labels_raw/2000002.surfaces.txt,177.516575
2000003,320,240,images/2000003.jpg,labels_colored/2000003.png,labels_raw/2000003.layers.txt,labels_raw/2000003.regions.txt,labels_raw/2000003.surfaces.txt,145.69337
2000004,320,213,images/2000004.jpg,labels_colored/2000004.png,labels_raw/2000004.layers.txt,labels_raw/2000004.regions.txt,labels_raw/2000004.surfaces.txt,106.5
2000008,320,256,images/2000008.jpg,labels_colored/2000008.png,labels_raw/2000008.layers.txt,labels_raw/2000008.regions.txt,labels_raw/2000008.surfaces.txt,136.986188
2000012,320,240,images/2000012.jpg,labels_colored/2000012.png,labels_raw/2000012.layers.txt,labels_raw/2000012.regions.txt,labels_raw/2000012.surfaces.txt,105.91436499999999
2000019,320,241,images/2000019.jpg,labels_colored/2000019.png,labels_raw/2000019.layers.txt,labels_raw/2000019.regions.txt,labels_raw/2000019.surfaces.txt,75.729282
2000022,320,240,images/2000022.jpg,labels_colored/2000022.png,labels_raw/2000022.layers.txt,labels_raw/2000022.regions.txt,labels_raw/2000022.surfaces.txt,116.522099
2000023,320,240,images/2000023.jpg,labels_colored/2000023.png,labels_raw/2000023.layers.txt,labels_raw/2000023.regions.txt,labels_raw/2000023.surfaces.txt,113.870166
2000025,214,320,images/2000025.jpg,labels_colored/2000025.png,labels_raw/2000025.layers.txt,labels_raw/2000025.regions.txt,labels_raw/2000025.surfaces.txt,194.09116
2000028,320,320,images/2000028.jpg,labels_colored/2000028.png,labels_raw/2000028.layers.txt,labels_raw/2000028.regions.txt,labels_raw/2000028.surfaces.txt,179.94751399999998
2000030,320,240,images/2000030.jpg,labels_colored/2000030.png,labels_raw/2000030.layers.txt,labels_raw/2000030.regions.txt,labels_raw/2000030.surfaces.txt,78.961538
2000031,320,240,images/2000031.jpg,labels_colored/2000031.png,labels_raw/2000031.layers.txt,labels_raw/2000031.regions.txt,labels_raw/2000031.surfaces.txt,106.653846
2000032,320,240,images/2000032.jpg,labels_colored/2000032.png,labels_raw/2000032.layers.txt,labels_raw/2000032.regions.txt,labels_raw/2000032.surfaces.txt,47.313187
2000033,320,211,images/2000033.jpg,labels_colored/2000033.png,labels_raw/2000033.layers.txt,labels_raw/2000033.regions.txt,labels_raw/2000033.surfaces.txt,57.887363
2000034,320,240,images/2000034.jpg,labels_colored/2000034.png,labels_raw/2000034.layers.txt,labels_raw/2000034.regions.txt,labels_raw/2000034.surfaces.txt,163.35714299999998
2000035,320,240,images/2000035.jpg,labels_colored/2000035.png,labels_raw/2000035.layers.txt,labels_raw/2000035.regions.txt,labels_raw/2000035.surfaces.txt,111.92857099999999
2000036,320,240,images/2000036.jpg,labels_colored/2000036.png,labels_raw/2000036.layers.txt,labels_raw/2000036.regions.txt,labels_raw/2000036.surfaces.txt,121.159341
2000037,320,229,images/2000037.jpg,labels_colored/2000037.png,labels_raw/2000037.layers.txt,labels_raw/2000037.regions.txt,labels_raw/2000037.surfaces.txt,103.04670300000001
2000039,320,240,images/2000039.jpg,labels_colored/2000039.png,labels_raw/2000039.layers.txt,labels_raw/2000039.regions.txt,labels_raw/2000039.surfaces.txt,144.367403
2000041,320,213,images/2000041.jpg,labels_colored/2000041.png,labels_raw/2000041.layers.txt,labels_raw/2000041.regions.txt,labels_raw/2000041.surfaces.txt,158.779006
